kecamatan,kelurahan,lokasi,kategori,latitude,longitude,status_akurasi
KIARACONDONG,BABAKAN SURABAYA,SEPADAN KALI CICADAS RW 11,POHON PELINDUNG,-6.913498,107.649333,Akurat (ArcGIS)
KIARACONDONG,BABAKAN SURABAYA,SEPADAN KALI CICADAS RW 13,POHON PELINDUNG,-6.913498,107.649333,Akurat (ArcGIS)
KIARACONDONG,BABAKAN SURABAYA,SEPADAN KALI CIDURIAN RW 13,POHON PRODUKTIF,-6.9109,107.6466,Akurat (ArcGIS)
KIARACONDONG,CICAHEUM,JL. SUKALAKSANA RW 11,KEBUN WARGA,-6.909076819292,107.649691831095,Akurat (ArcGIS)
KIARACONDONG,CICAHEUM,GG. ARKAT RT 01 RW 07,KEBUN WARGA,-6.9079123,107.6558629,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 01,BANTARAN KALI,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 02,BANTARAN KALI,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 03,KEBUN,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 04,PEMAKAMAN,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 05,TAMAN TEMATIK,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 06,LAPANGAN OLAH RAGA,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 07,LAHAN KOSONG/ILALANG,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 08,KAMPUNG BERKEBUN,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 09,LAPANGAN OLAH RAGA DAN LAHAN KOSONG,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 10,BANTARAN KALI DAN TAMAN HIJAU,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 11,LAPANGAN OLAH RAGA DAN ILALANG DI STT MANDALA,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,SUKAPURA,RW 12,LAPANGAN,-6.934921,107.651902,Akurat (ArcGIS)
KIARACONDONG,SUKAPURA,RW 12,TAMAN,-6.934921,107.651902,Akurat (ArcGIS)
KIARACONDONG,SUKAPURA,RW 14,TAMAN,-6.934921,107.651902,Akurat (ArcGIS)
KIARACONDONG,SUKAPURA,RW 10,SAWAH,-6.934921,107.651902,Akurat (ArcGIS)
KIARACONDONG,BABAKANSARI,BANTARAN KALI CICADAS,TANAMAN PELINDUNG,-6.923156,107.651812,Akurat (ArcGIS)
KIARACONDONG,BABAKANSARI,JL. IBRAHIM AJI RW 05-06,TANAMAN PELINDUNG,-6.927387116909,107.644749110399,Akurat (ArcGIS)
KIARACONDONG,BABAKAN SURABAYA,SEPADAN KALI CICADAS RW 11,POHON PELINDUNG,-6.913498,107.649333,Akurat (ArcGIS)
KIARACONDONG,BABAKAN SURABAYA,SEPADAN KALI CICADAS RW 13,POHON PELINDUNG,-6.913498,107.649333,Akurat (ArcGIS)
KIARACONDONG,BABAKAN SURABAYA,SEPADAN KALI CIDURIAN RW 13,POHON PRODUKTIF,-6.9109,107.6466,Akurat (ArcGIS)
KIARACONDONG,CICAHEUM,JL. SUKALAKSANA RW 11,KEBUN WARGA,-6.909076819292,107.649691831095,Akurat (ArcGIS)
KIARACONDONG,CICAHEUM,GG. ARKAT RT 01 RW 07,KEBUN WARGA,-6.9079123,107.6558629,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 01,BANTARAN KALI,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 02,BANTARAN KALI,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 03,KEBUN,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 04,PEMAKAMAN,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 05,TAMAN TEMATIK,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 06,LAPANGAN OLAH RAGA,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 07,LAHAN KOSONG/ILALANG,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 08,KAMPUNG BERKEBUN,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 09,LAPANGAN OLAH RAGA DAN LAHAN KOSONG,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 10,BANTARAN KALI DAN TAMAN HIJAU,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,KEBON KANGKUNG,RW 11,LAPANGAN OLAH RAGA DAN ILALANG DI STT MANDALA,-6.937465,107.644227,Akurat (ArcGIS)
KIARACONDONG,SUKAPURA,RW 12,LAPANGAN,-6.934921,107.651902,Akurat (ArcGIS)
KIARACONDONG,SUKAPURA,RW 12,TAMAN,-6.934921,107.651902,Akurat (ArcGIS)
KIARACONDONG,SUKAPURA,RW 14,TAMAN,-6.934921,107.651902,Akurat (ArcGIS)
KIARACONDONG,SUKAPURA,RW 10,SAWAH,-6.934921,107.651902,Akurat (ArcGIS)
ANDIR,CAMPAKA,TAMAN CIMINDI,TAMAN,-6.89888163458,107.562121948472,Akurat (ArcGIS)
ANDIR,CAMPAKA,BOJONG KONENG RW 06,TANAH MILIK PROVINSI DAN MASYARAKAT,-6.900704,107.565623,Akurat (ArcGIS)
ANDIR,CAMPAKA,BPK PENABUR JL. RAYA CIBEUREUM NO. 90,TANAH YAYASAN BPK PENABUR,-6.904903753709,107.56584205374,Akurat (ArcGIS)
ANDIR,MALEBER,JL. SRIGUNTING II RT 04 RW 07,KEBUN,-6.90761399777,107.573225995327,Akurat (ArcGIS)
ANDIR,MALEBER,JL. MALEBER BARAT RW 03,LAPANG DAN TAMAN,-6.910283005289,107.569709032574,Akurat (ArcGIS)
ANDIR,MALEBER,JL. KEHUTANAN RW 06,LAPANG DAN TAMAN,-6.909194,107.572596,Akurat (ArcGIS)
ANDIR,CAMPAKA,TAMAN CIMINDI,TAMAN,-6.89888163458,107.562121948472,Akurat (ArcGIS)
ANDIR,CAMPAKA,BOJONG KONENG RW.06,TANAH MILIK PROVINSI DAN MASYARAKAT,-6.900704,107.565623,Akurat (ArcGIS)
ANDIR,CAMPAKA,BPK PENABUR JL. RAYA CIBEUREUM NO. 90,TANAH YAYASAN BPK PENABUR,-6.904903753709,107.56584205374,Akurat (ArcGIS)
ANDIR,MALEBER,JL. SRIGUNTING II RT 04/07,KEBUN,-6.907645010812,107.573383994202,Akurat (ArcGIS)
ANDIR,MALEBER,JL. MALEBER BARAT RW 03,LAPANG DAN TAMAN,-6.910283005289,107.569709032574,Akurat (ArcGIS)
ANDIR,MALEBER,JL. KEHUTANAN RW 06,LAPANG DAN TAMAN,-6.909194,107.572596,Akurat (ArcGIS)
ANDIR,CAMPAKA,TAMAN CIMINDI,TAMAN,-6.89888163458,107.562121948472,Akurat (ArcGIS)
ANDIR,CAMPAKA,BOJONG KONENG RW 06,TANAH MILIK PROVINSI DAN MASYARAKAT,-6.900704,107.565623,Akurat (ArcGIS)
ANDIR,CAMPAKA,BPK PENABUR JL. RAYA CIBEUREUM NO. 90,TANAH YAYASAN BPK PENABUR,-6.904903753709,107.56584205374,Akurat (ArcGIS)
ANDIR,MALEBER,JL. SRIGUNTING II RT 04/07,KEBUN,-6.907645010812,107.573383994202,Akurat (ArcGIS)
ANDIR,MALEBER,JL. MALEBER BARAT RW 03,LAPANG DAN TAMAN,-6.910283005289,107.569709032574,Akurat (ArcGIS)
ANDIR,MALEBER,JL. KEHUTANAN RW 06,LAPANG DAN TAMAN,-6.909194,107.572596,Akurat (ArcGIS)
ANDIR,CIROYOM,RW 01,LAPANGAN SERBAGUNA,-6.915166,107.587962,Akurat (ArcGIS)
ANDIR,CIROYOM,RW 06,LAPANGAN SERBAGUNA,-6.915166,107.587962,Akurat (ArcGIS)
ANDIR,CIROYOM,RW 07,LAPANGAN SERBAGUNA,-6.915166,107.587962,Akurat (ArcGIS)
ANDIR,CIROYOM,RW 08,LAPANGAN SERBAGUNA,-6.915166,107.587962,Akurat (ArcGIS)
ANDIR,CIROYOM,RW 05,LAPANGAN SERBAGUNA,-6.915166,107.587962,Akurat (ArcGIS)
ANDIR,CIROYOM,RW 10,LAPANGAN SERBAGUNA,-6.915166,107.587962,Akurat (ArcGIS)
ANDIR,CAMPAKA,"TAMAN
  CIMINDI",TAMAN,-6.89888163458,107.562121948472,Akurat (ArcGIS)
ANDIR,CAMPAKA,BOJONG KONENG,"LAHAN
  KEBUN PKK",-6.900704,107.565623,Akurat (ArcGIS)
ANDIR,CAMPAKA,BPK PENABUR,"TAMAN
  SEKOLAH",-6.900704,107.565623,Akurat (ArcGIS)
ANDIR,CAMPAKA,TAMAN BERMAIN RT.01/07,TAMAN,-6.900704,107.565623,Akurat (ArcGIS)
ANDIR,MALEBER,JL. MALEBER UTARA RT. 003 RW. 007,"TAMAN
  AKI",-6.907939089885,107.578843295378,Akurat (ArcGIS)
ANDIR,GARUDA,JALAN GARUDA,TAMAN,-6.910081550491,107.578379994095,Akurat (ArcGIS)
ANDIR,DUNGUSCARIANG,JL.CIROYOM RT.02/RW.10,"PINGGIR
  JL (DEPAN SIMATEX)",-6.908426566762,107.579468020963,Akurat (ArcGIS)
ANDIR,DUNGUSCARIANG,JL.HALTEU SELATAN RT.05/RW.03,"LAHAN
  PERDATAM",-6.915689381056,107.578527118447,Akurat (ArcGIS)
ANDIR,DUNGUSCARIANG,"JL.DUNGUSCARIANG RT.02,03 /RW.05","LAHAN
  KEBUN PKK",-6.913229,107.581032,Akurat (ArcGIS)
ANDIR,KEBON JERUK,JL. BABATAN RW.03,TAMAN,-6.918286171527,107.601199047924,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 01,TAMAN RW 01,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 02,LAPANGAN & GEDUNG SERBAGUNA RW 02,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 03,LAPANGAN - TAMAN BERMAIN & GEDUNG SERBAGUNA RW 03,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 04,LAPANGAN & GEDUNG SERBAGUNA RW 04,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 05,LAPANGAN & GEDUNG SERBAGUNA RW 05,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 06,LAPANGAN - TAMAN BERMAIN & GEDUNG SERBAGUNA RW 06,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 07,LAPANGAN - TAMAN BERMAIN & GEDUNG SERBAGUNA RW 07,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 08,LAPANGAN - TAMAN BERMAIN & GEDUNG SERBAGUNA RW 08,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 09,LAPANGAN - TAMAN BERMAIN & GEDUNG SERBAGUNA RW 09,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 10,LAPANGAN & GEDUNG SERBAGUNA RW 10,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 11,LAPANGAN - TAMAN BERMAIN & GEDUNG SERBAGUNA RW 11,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 12,LAPANGAN - TAMAN BERMAIN & GEDUNG SERBAGUNA RW 12,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 15,LAPANGAN - TAMAN BERMAIN & GEDUNG SERBAGUNA RW 15,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 18,LAPANGAN & GEDUNG SERBAGUNA RW 18,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KULON,JL. KALIJATI,-,-6.909553189074,107.653115397578,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KULON,JL. JAKARTA,-,-6.914193337035,107.639989794919,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. TERUSAN JAKARTA,-,-6.912707898834,107.657042215545,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. SUBANG,-,-6.914410962326,107.655037347157,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. JATIWANGI RAYA,-,-6.914913591242,107.663573212836,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. ANTAPANI LAMA,-,-6.915471933994,107.658737357372,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. SUBANG 4,-,-6.912983989768,107.654933960948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. PURWAKARTA,-,-6.916864215323,107.655381004793,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. PURWAKARTA,-,-6.916864215323,107.655381004793,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. ATH,-,-6.9215781,107.6664002,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. PURIDAGO,-,-6.92101685488,107.666613335737,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,KOMPLEK ALAM MELATI,-,-6.9293546,107.6673972,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. MAJALAYA 3,LAPANG BOLLA VOLLEY,-6.895586511537,107.670328834872,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. MALANGBONG 5,LAPANG BOLLA VOLLEY,-6.913845984691,107.666279034534,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. TANJUNGSARI,LAPANG BULU TANGKIS,-6.914487824308,107.666768199492,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. TANJUNGSARI ASRI 03,TAMAN,-6.91233367981,107.666839783856,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. TANJUNGSARI ASRI RAYA,TAMAN,-6.912067138336,107.665872605221,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. BUNISARI,LAPANG BOLLA VOLLEY,-6.910421060202,107.667221388108,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,KOMP. TANJUNGSARI RESIDEN,TAMAN,-6.914487824308,107.666768199492,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. SINDANGSARI I,TANAH PENDUDUK,-6.906010952611,107.664857768793,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. SINDANGSARI III,TAMAN PAUD,-6.911084927595,107.663311389822,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. SINDANGSARI III,LAPANG BOLLA VOLLEY,-6.911084927595,107.663311389822,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. SINDANGSARI II,LAPANG PUTSAL,-6.905159694824,107.663820052357,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,KOMP. MITRA DAGO,LAPANG TENIS,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,KOMP. MITRA DAGO,TAMAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 01,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 02,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 03,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 04,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 05,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 06,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 07,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 08,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 09,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 10,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 11,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 12,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 01,TAMAN RW 01,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 02,LAPANGAN & GEDUNG SERBAGUNA RW 02,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 03,LAPANGAN - TAMAN BERMAIN & GEDUNG SERBAGUNA RW 03,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 04,LAPANGAN & GEDUNG SERBAGUNA RW 04,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 05,LAPANGAN & GEDUNG SERBAGUNA RW 05,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 06,LAPANGAN - TAMAN BERMAIN & GEDUNG SERBAGUNA RW 06,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 07,LAPANGAN - TAMAN BERMAIN & GEDUNG SERBAGUNA RW 07,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 08,LAPANGAN - TAMAN BERMAIN & GEDUNG SERBAGUNA RW 08,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 09,LAPANGAN - TAMAN BERMAIN & GEDUNG SERBAGUNA RW 09,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 10,LAPANGAN & GEDUNG SERBAGUNA RW 10,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 11,LAPANGAN - TAMAN BERMAIN & GEDUNG SERBAGUNA RW 11,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 12,LAPANGAN - TAMAN BERMAIN & GEDUNG SERBAGUNA RW 12,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 15,LAPANGAN - TAMAN BERMAIN & GEDUNG SERBAGUNA RW 15,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,RW 18,LAPANGAN & GEDUNG SERBAGUNA RW 18,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KULON,JL. KALIJATI,-,-6.909553189074,107.653115397578,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KULON,JL. JAKARTA,-,-6.914193337035,107.639989794919,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KULON,JL. SUKANEGLA,-,-6.907001964826,107.652779335997,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. TERUSAN JAKARTA,-,-6.912707898834,107.657042215545,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. SUBANG,-,-6.914410962326,107.655037347157,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. JATIWANGI RAYA,-,-6.914913591242,107.663573212836,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. ANTAPANI LAMA,-,-6.915471933994,107.658737357372,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. SUBANG 4,-,-6.912983989768,107.654933960948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. PURWAKARTA,-,-6.916864215323,107.655381004793,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. PURWAKARTA,-,-6.916864215323,107.655381004793,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. ATH,-,-6.9215781,107.6664002,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,JL. PURIDAGO,-,-6.92101685488,107.666613335737,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,KOMPLEK ALAM MELATI,-,-6.9293546,107.6673972,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. MAJALAYA 3,LAPANG BOLLA VOLLEY,-6.895586511537,107.670328834872,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. MALANGBONG 5,LAPANG BOLLA VOLLEY,-6.913845984691,107.666279034534,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. TANJUNGSARI,LAPANG BULU TANGKIS,-6.914487824308,107.666768199492,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. TANJUNGSARI ASRI 03,TAMAN,-6.91233367981,107.666839783856,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. TANJUNGSARI ASRI RAYA,TAMAN,-6.912067138336,107.665872605221,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. BUNISARI,LAPANG BOLLA VOLLEY,-6.910421060202,107.667221388108,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,KOMP. TANJUNGSARI RESIDEN,TAMAN,-6.914487824308,107.666768199492,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. SINDANGSARI I,TANAH PENDUDUK,-6.906010952611,107.664857768793,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. SINDANGSARI III,TAMAN PAUD,-6.911084927595,107.663311389822,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. SINDANGSARI III,LAPANG BOLLA VOLLEY,-6.911084927595,107.663311389822,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,JL. SINDANGSARI II,LAPANG PUTSAL,-6.905159694824,107.663820052357,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,KOMP. MITRA DAGO,LAPANG TENIS,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,KOMP. MITRA DAGO,TAMAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 01,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 02,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 03,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 04,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 05,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 06,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 07,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 08,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 09,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 10,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 11,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,RW 12,TAMAN LINGKUNGAN,-6.909532,107.663948,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,LAPANGAN RW 02,LAPANGAN,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,LAPANGAN & TAMAN BERMAIN RW 03,LAPANGAN,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,LAPANGAN RW 04,LAPANGAN,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,LAPANGAN RW 05,LAPANGAN,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,LAPANGAN JL.PURWAKARTA RW 05,LAPANGAN,-6.917092217641,107.655770422173,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,LAPANGAN & TAMAN BERMAIN RW 06,LAPANGAN,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,LAPANGAN TENIS RW 07,LAPANGAN,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,LAPANGAN BADMINTON RW 07,LAPANGAN,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,LAPANGAN TENIS   RW 08,LAPANGAN,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,LAPANGAN VOLI RW 08,LAPANGAN,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,LAPANGAN VOLI & BASKET RW 10,LAPANGAN,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,LAPANGAN RW 10,LAPANGAN,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,LAPANGAN RW 11,LAPANGAN,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,LAPANGAN  RW 18,LAPANGAN,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,WATERFRONT CIDURIAN RW 18,LAPANGAN,-6.9292482,107.6643372,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,CIBODAS RC - CIRCUIT RW 18,LAPANGAN,-6.9292,107.6649,Akurat (ArcGIS)
ANTAPANI,ANTAPANI KIDUL,LAPANGAN BASKET RW 19,LAPANGAN,-6.923476,107.659688,Akurat (ArcGIS)
ANTAPANI,ANTAPANI WETAN,MITRA DAGO PARAHYANGAN,LINGKUNGAN,-6.9117191,107.6614864,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,WILAYAH RW 02,LAPANGAN,-6.9215781,107.6664002,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,WILAYAH RW 02,LAPANGAN FUTSAL,-6.9215781,107.6664002,Akurat (ArcGIS)
ANTAPANI,ANTAPANI TENGAH,WILAYAH RW 03,LAPANGAN,-6.9215781,107.6664002,Akurat (ArcGIS)
